RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
2536,15578809,Hao,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1
2540,15569571,Davydova,584,Germany,Female,46,6,87361.02,2,1,0,120376.87,1
2541,15769703,West,550,Germany,Female,45,8,111257.59,1,0,0,97623.42,1
2543,15791102,Mai,549,Germany,Male,41,9,95020.8,3,1,1,131710.59,1
2545,15709487,Freeman,668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0
2559,15727021,Obialo,727,Germany,Female,30,8,119027.28,2,1,1,137903.54,0
2560,15650670,Bateson,567,Germany,Female,40,2,105222.86,2,1,0,93795.86,0
2567,15614878,Yeh,660,Germany,Female,29,6,180520.29,1,1,1,123850.58,0
2569,15775905,Moore,612,Germany,Female,47,6,130024.87,1,1,1,45750.21,1
2570,15700657,Thornton,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0
2575,15688691,Lei,665,Germany,Female,51,9,110610.41,2,0,1,1112.76,1
2576,15592736,Lucchese,551,Germany,Male,54,5,102994.04,1,1,0,176680.16,1
2578,15724145,William,616,Germany,Male,29,8,149318.55,1,1,0,140746.13,0
2580,15597896,Ozoemena,365,Germany,Male,30,0,127760.07,1,1,0,81537.85,1
2581,15731790,Boyle,697,Germany,Female,38,6,132591.36,1,1,1,7387.8,1
2592,15790846,Ts'ai,634,Germany,Male,38,2,148430.55,1,1,1,56055.72,0
2593,15658956,Tuan,505,Germany,Male,40,6,47869.69,2,1,1,155061.97,0
2594,15755223,Tseng,692,Germany,Male,53,7,150926.99,2,0,0,119817.19,0
2595,15787318,Holmwood,537,Germany,Female,47,6,103163.35,1,1,0,16259.64,1
2603,15683521,Godfrey,594,Germany,Male,28,0,142574.71,2,1,0,129084.82,0
2604,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
2615,15640846,Chibueze,546,Germany,Female,58,3,106458.31,4,1,0,128881.87,1
2618,15602735,Kuo,692,Germany,Male,45,6,152296.83,4,0,1,108040.86,1
2623,15787026,Onwuatuegwu,627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0
2626,15600724,Scott,567,Germany,Male,29,5,129750.68,1,1,0,109257.59,0
2627,15574324,Genovese,568,Germany,Female,29,2,129177.01,2,0,1,104617.99,0
2628,15707144,Onyeorulu,571,Germany,Male,25,6,82506.72,2,1,0,167705.07,0
2629,15775891,Myers,634,Germany,Male,48,2,107247.69,1,1,1,103712.05,1
2631,15600879,Parsons,554,Germany,Female,36,3,157780.93,2,1,0,6089.13,0
2640,15581036,Beyer,712,Germany,Female,40,3,109308.79,2,1,0,120158.72,1
2642,15599301,Tao,538,Germany,Female,28,6,164365.44,1,0,1,5698.97,0
2652,15604544,Manfrin,850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0
2656,15643658,Barber,850,Germany,Male,53,2,94078.97,2,1,0,36980.54,0
2659,15815490,Cocci,670,Germany,Male,40,2,164948.98,3,0,0,177028.0,1
2666,15635660,Rossi,612,Germany,Male,30,9,142910.15,1,1,0,105890.55,1
2676,15682890,Woronoff,745,Germany,Male,38,5,65095.41,2,1,1,140197.42,0
2677,15641994,Meng,667,Germany,Male,43,1,103018.45,1,1,0,32462.39,1
2682,15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0
2683,15732102,Darling,656,Germany,Female,27,3,150905.03,2,1,0,16998.72,0
2687,15618765,Ponomaryov,530,Germany,Female,42,0,99948.45,1,0,1,97338.62,0
2689,15728474,Chienezie,558,Germany,Male,32,4,108235.91,1,1,1,143783.28,0
2695,15721585,Blacklock,628,Germany,Male,29,3,113146.98,2,0,1,124749.08,0
2696,15639946,Sazonova,597,Germany,Female,39,8,162532.14,3,1,0,36051.46,1
2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
2704,15627352,Bulgakov,459,Germany,Male,46,7,110356.42,1,1,0,4969.13,1
2711,15766869,Uspenskaya,634,Germany,Male,37,1,89696.84,2,1,1,193179.88,0
2713,15628170,Brown,565,Germany,Female,32,9,68067.24,1,1,0,143287.58,0
2718,15648702,Yuriev,775,Germany,Male,70,6,119684.88,2,1,1,74532.02,0
2720,15809178,Pan,569,Germany,Female,42,9,146100.75,1,1,0,32574.01,1
2722,15576824,Kennedy,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1
2725,15812628,Dodd,453,Germany,Female,38,8,120623.21,1,1,0,129697.99,0
2727,15807045,Milanesi,829,Germany,Female,37,3,103457.76,1,0,0,1114.12,0
2728,15581748,Shen,754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0
2729,15770420,Dillon,749,Germany,Male,46,10,78136.36,2,1,1,73470.98,0
2733,15592816,Udokamma,623,Germany,Female,48,1,108076.33,1,1,0,118855.26,1
2735,15708505,Palerma,641,Germany,Female,37,7,62974.64,2,0,1,39016.43,0
2736,15791131,Chimaijem,551,Germany,Female,30,2,143340.44,1,1,0,145796.49,0
2737,15618225,Porter,741,Germany,Male,36,8,116993.43,2,1,0,168816.22,0
2741,15787699,Burke,650,Germany,Male,34,4,142393.11,1,1,1,11276.48,0
2746,15669957,Drake,655,Germany,Male,52,9,144696.75,1,1,1,49025.79,0
2749,15753332,Loftus,401,Germany,Male,48,8,128140.17,1,1,0,175753.55,1
2761,15591123,Iredale,557,Germany,Male,68,2,100194.44,1,1,1,38596.34,0
2762,15573280,Gallagher,646,Germany,Male,50,6,145295.31,2,1,1,27814.74,0
2763,15589018,Padilla,719,Germany,Male,28,3,106070.29,2,1,1,183893.31,0
2764,15654495,Potter,706,Germany,Female,47,6,120621.89,1,1,1,140803.7,0
2768,15747265,Huang,598,Germany,Female,27,10,171283.91,1,1,1,84136.12,0
2770,15730433,Nakayama,580,Germany,Female,38,1,128218.47,1,1,0,125953.83,1
2772,15715465,Aksenova,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
2773,15680736,Milne,597,Germany,Female,72,6,124978.19,2,1,1,7144.46,0
2778,15776233,Kruglova,758,Germany,Female,61,8,125397.21,1,1,0,182184.09,1
2780,15781702,Brookes,733,Germany,Male,38,9,111347.37,2,0,1,194872.97,0
2782,15641416,Shaffer,732,Germany,Female,61,9,94867.18,2,1,1,157527.6,1
2785,15642202,Whitfield,821,Germany,Female,37,5,106453.53,2,0,1,127413.0,0
2787,15585100,Rioux,511,Germany,Female,40,9,124401.6,1,1,0,198814.24,1
2789,15726589,Matveyev,540,Germany,Male,39,1,82531.11,1,1,0,114092.52,0
2791,15595883,Nkemdirim,540,Germany,Male,39,4,127278.31,1,1,1,16150.34,0
2794,15624793,Soubeiran,627,Germany,Male,23,5,184244.86,1,1,0,103099.22,0
2798,15731327,Hale,652,Germany,Male,27,2,166527.88,2,0,1,146007.7,0
2799,15576044,Macdonald,579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0
2804,15636982,Weller,705,Germany,Female,43,7,79974.55,1,1,1,103108.33,0
2815,15738672,Paterson,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0
2816,15721307,Pickering,694,Germany,Male,37,1,95668.82,2,1,0,100335.55,0
2824,15764351,Yuryeva,668,Germany,Female,59,5,120170.07,1,0,1,50454.8,0
2830,15759913,Trentini,553,Germany,Male,43,6,85200.82,2,1,1,160574.09,0
2838,15703059,Scott,549,Germany,Female,49,6,124829.16,1,0,1,93551.36,0
2840,15585451,Vigano,558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0
2844,15693233,De Neeve,666,Germany,Male,38,6,99812.88,2,1,1,158357.97,0
2846,15812513,Nnaife,599,Germany,Male,45,10,103583.05,1,1,0,132127.69,1
2847,15674950,Ebelechukwu,544,Germany,Male,39,4,142406.43,2,1,0,146637.45,0
2857,15813067,Williams,432,Germany,Female,45,3,110219.14,1,1,0,43046.7,1
2863,15752375,Ojiofor,645,Germany,Male,33,8,149564.61,1,0,0,149913.84,0
2865,15597033,Speight,708,Germany,Male,37,8,153366.13,1,1,1,26912.34,0
2874,15707189,Marshall,667,Germany,Female,36,1,114391.62,1,1,1,53412.54,0
2875,15733581,Duncan,831,Germany,Male,32,9,80262.66,1,1,0,194867.78,0
2880,15669411,Muse,750,Germany,Female,52,6,107467.56,1,1,0,126233.18,1
2881,15789425,Marsden,694,Germany,Female,37,8,98218.04,2,1,0,182354.46,1
2882,15570943,Artemyeva,711,Germany,Female,35,2,133607.75,1,1,1,120586.32,0
2888,15604314,Webb,703,Germany,Female,26,1,97331.19,1,1,0,63717.49,0
2889,15658339,Pugliesi,795,Germany,Male,37,2,139265.63,2,1,1,198745.94,0
2892,15774224,Nixon,613,Germany,Female,30,5,131563.88,2,1,0,170638.98,0
2896,15646859,Heydon,621,Germany,Male,47,7,107363.29,1,1,1,66799.28,0
2898,15664150,Holland,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,0
2906,15694829,Chibueze,680,Germany,Male,32,7,175454.0,1,0,1,77349.92,0
2910,15606274,Lori,594,Germany,Male,38,6,63176.44,2,1,1,14466.08,0
2913,15628972,Nebeolisa,699,Germany,Male,32,1,123906.22,3,1,1,127443.82,1
2916,15617482,Milanesi,489,Germany,Female,52,1,131441.51,1,1,0,37240.11,1
2919,15649487,Sal,578,Germany,Female,38,4,113150.44,2,1,0,176712.59,1
2922,15599081,Watt,507,Germany,Female,46,8,102785.16,1,1,1,70323.68,0
2924,15631159,H?,705,Germany,Male,41,4,72252.64,2,1,1,142514.66,0
2925,15792818,Perry,499,Germany,Female,29,6,148051.52,1,1,0,118623.94,0
2929,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
2930,15729054,Korovina,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
2931,15573452,Manning,663,Germany,Male,42,7,115930.87,1,1,0,19862.78,0
2932,15776733,Wilson,638,Germany,Female,37,7,124513.66,2,1,0,158610.89,0
2946,15776348,Rogers,835,Germany,Male,20,4,124365.42,1,0,0,180197.74,1
2952,15671655,Thorpe,763,Germany,Male,31,7,143966.3,2,1,1,140262.96,1
2961,15595135,Solomon,778,Germany,Female,29,7,123229.46,1,1,0,181221.09,0
2966,15654574,Onyekachi,499,Germany,Male,36,5,131142.53,2,1,0,174918.46,0
2968,15595324,Daniels,579,Germany,Female,39,5,117833.3,3,0,0,5831.0,1
2975,15746737,Eames,565,Germany,Male,59,9,69129.59,1,1,1,170705.53,0
2982,15711218,Parry,616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0
2984,15663939,Arnott,523,Germany,Male,35,8,138782.76,1,1,1,186118.93,0
2987,15768816,Shen,570,Germany,Male,42,0,107856.57,2,1,0,127528.84,0
2988,15682268,Steere,676,Germany,Female,26,1,108348.66,1,0,0,60231.74,1
2991,15809823,Thurgood,491,Germany,Male,19,2,125860.2,1,0,0,129690.5,0
3003,15672091,Ulyanov,786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0
3005,15706185,Clements,596,Germany,Male,47,5,140187.1,2,1,1,174311.3,0
3016,15591433,Miles,674,Germany,Male,43,8,85957.88,2,1,0,8757.39,0
3025,15610801,Pan,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
3029,15675185,Chuang,697,Germany,Female,48,2,108128.96,2,1,1,103944.37,0
3036,15687491,Nkemdilim,817,Germany,Male,45,9,101207.75,1,0,0,88211.12,1
3043,15622833,Mahon,835,Germany,Female,29,10,130420.2,2,0,0,106276.55,0
3046,15749130,Dyer,621,Germany,Male,27,1,74298.43,1,1,1,52581.96,0
3047,15779862,Lyons,658,Germany,Female,31,3,133003.03,1,0,1,146339.27,1
3062,15757837,Kao,584,Germany,Male,33,3,88311.48,2,1,1,177651.38,0
3068,15579781,Buccho,806,Germany,Male,31,10,138653.51,1,1,0,190803.37,0
3074,15614420,Gerasimova,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
3075,15609653,Ifeatu,614,Germany,Female,44,6,118715.86,1,1,0,133591.11,1
3077,15584114,Ogbonnaya,678,Germany,Female,43,2,153393.18,2,1,1,193828.27,0
3078,15673367,Humffray,587,Germany,Male,33,6,132603.36,1,1,0,55775.72,0
3080,15774727,Monaldo,757,Germany,Female,34,1,129398.01,2,0,0,44965.44,0
3089,15730448,Iroawuchi,538,Germany,Male,25,5,62482.95,1,1,1,102758.43,0
3095,15738448,Sanford,480,Germany,Female,25,3,174330.35,2,0,0,181647.13,0
3097,15745083,Lei,613,Germany,Male,59,8,91415.76,1,0,0,27965.0,1
3098,15708228,Toscani,476,Germany,Male,30,3,134366.42,1,1,0,68343.53,0
3101,15735549,Lori,810,Germany,Male,35,3,96814.46,2,1,1,120511.03,0
3102,15809347,Fanucci,763,Germany,Male,32,9,160680.41,1,1,0,30886.35,0
3105,15654230,Miller,526,Germany,Male,31,5,145537.21,1,1,0,132404.64,0
3110,15735878,Law,850,Germany,Female,47,10,134381.52,1,0,0,26812.89,1
3111,15707596,Chung,546,Germany,Female,74,8,114888.74,2,1,1,66732.63,1
3112,15657163,Cockrum,623,Germany,Male,42,1,149332.48,2,1,0,100834.22,0
3120,15663161,Chiu,680,Germany,Female,51,5,143139.87,1,0,0,47795.43,1
3122,15593715,Castiglione,634,Germany,Male,27,3,107027.52,1,1,0,173425.68,0
3128,15721007,Charlton,776,Germany,Male,33,8,115130.34,1,0,0,129525.5,1
3130,15694453,Walker,631,Germany,Male,37,9,131519.49,2,1,1,51752.18,0
3132,15614187,Pottinger,648,Germany,Female,39,3,126935.98,2,0,1,57995.74,0
3142,15769596,Yen,710,Germany,Female,24,2,110407.44,2,0,0,15832.43,1
3144,15722061,Allen,619,Germany,Female,41,8,142015.76,2,1,0,114323.66,0
3146,15775590,Mackay,482,Germany,Female,48,2,69329.47,1,0,0,102640.52,1
3151,15795298,Olisaemeka,573,Germany,Female,35,9,206868.78,2,0,1,102986.15,0
3157,15569641,Sung,692,Germany,Female,41,8,130701.29,1,1,0,59354.24,1
3164,15801336,Ch'ang,649,Germany,Female,37,8,114737.26,1,1,1,106655.88,1
3167,15746203,Hsia,555,Germany,Male,62,4,119817.33,1,0,1,43507.1,1
3171,15791373,Chikezie,850,Germany,Female,35,2,80931.75,1,0,0,12639.67,1
3173,15692819,Toscani,665,Germany,Male,32,1,132178.67,1,0,0,11865.76,0
3177,15613014,Hs?,722,Germany,Male,29,1,107233.85,2,1,0,24924.92,0
3185,15631070,Gerasimova,667,Germany,Male,55,9,154393.43,1,1,1,137674.96,1
3186,15761950,Woronoff,652,Germany,Female,45,9,110827.49,1,1,1,153383.54,1
3187,15649668,Wilhelm,637,Germany,Female,36,10,145750.45,2,1,1,96660.76,0
3196,15705298,L?,697,Germany,Male,29,0,172693.54,1,0,0,141798.98,0
3205,15603942,Hawthorn,547,Germany,Male,50,3,81290.02,3,0,1,177747.03,1
3207,15596761,Hawdon,515,Germany,Male,60,9,113715.36,1,1,0,18424.24,1
3209,15717893,Briggs,607,Germany,Male,36,8,143421.74,1,1,0,97879.02,0
3212,15753861,Ballard,686,Germany,Female,27,1,115095.88,2,0,0,78622.46,0
3217,15742204,Hsu,579,Germany,Male,31,6,139729.54,1,0,1,135815.38,0
3220,15611191,Scott,505,Germany,Female,37,10,122453.97,2,1,1,52693.99,0
3221,15674331,Bidwill,576,Germany,Male,30,7,132174.41,2,0,0,93767.03,0
3225,15713463,Tate,645,Germany,Female,41,2,138881.04,1,1,0,129936.53,1
3226,15785170,Neal,850,Germany,Female,32,0,116968.91,1,0,0,175094.62,0
3227,15796351,Yao,603,Germany,Male,35,1,105346.03,2,1,1,130379.5,0
3242,15629739,Hartley,621,Germany,Female,31,8,100375.39,1,1,1,90384.26,0
3245,15646936,Nnamdi,631,Germany,Female,32,2,146810.99,2,1,1,180990.29,0
3246,15768151,Romano,514,Germany,Female,45,3,109032.23,1,0,1,155407.21,1
3252,15750335,Paterson,850,Germany,Male,43,0,108508.82,3,1,0,184044.8,1
3255,15778368,Allan,552,Germany,Male,50,4,121175.56,1,1,0,117505.07,1
3259,15577514,Mai,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0
3263,15654456,Napolitano,511,Germany,Male,48,6,149726.08,1,0,0,88307.87,1
3268,15624755,Pepper,707,Germany,Female,40,3,109628.44,1,1,0,189366.03,0
3270,15774744,Lord,664,Germany,Male,33,7,97286.16,2,1,0,143433.33,0
3277,15577806,Chiu,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0
3284,15775335,Ellis,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0
3286,15627220,Kang,735,Germany,Female,43,9,98807.45,1,0,0,184570.04,1
3295,15706071,Hunt,528,Germany,Male,39,0,127631.62,1,0,1,22197.8,1
3297,15755018,Dickinson,568,Germany,Female,26,10,109819.16,2,1,0,154491.39,0
3299,15670587,Yang,558,Germany,Male,25,10,111363.1,2,1,0,197264.35,0
3301,15801904,Heard,677,Germany,Male,28,0,143988.0,2,1,0,8755.69,1
3305,15676513,Burns,601,Germany,Male,35,8,71553.83,1,1,0,177384.45,0
3327,15799626,Donaghy,637,Germany,Male,50,4,126345.55,1,0,1,17323.0,1
3334,15599078,Yang,619,Germany,Female,41,5,92467.58,1,1,0,38270.47,0
3341,15809263,Y?,729,Germany,Male,29,5,109676.52,1,1,1,25548.47,0
3343,15775663,Otitodilichukwu,712,Germany,Male,53,6,134729.99,2,1,1,132702.64,0
3345,15654292,Vessels,565,Germany,Male,33,8,130368.31,2,1,0,105642.43,0
3350,15603465,Dunn,665,Germany,Female,45,5,155447.65,2,1,0,51871.95,1
3352,15792729,Holland,474,Germany,Female,34,9,176311.36,1,1,0,160213.27,0
3356,15623062,Vasilyeva,660,Germany,Male,24,5,85089.3,1,1,1,71638.0,0
3357,15713621,Mollison,687,Germany,Male,41,10,134318.21,2,1,1,198064.52,0
3358,15670668,Webb,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0
3359,15750638,Obiajulu,705,Germany,Female,33,5,116765.7,1,0,0,190659.17,1
3362,15754952,Su,602,Germany,Female,48,7,76595.08,2,0,0,127095.14,0
3364,15681924,Ekwueme,747,Germany,Male,38,2,129728.6,1,1,0,89289.54,0
3367,15684010,Tuan,640,Germany,Female,74,2,116800.25,1,1,1,34130.43,0
3368,15648881,Tsai,581,Germany,Male,40,0,101016.53,1,0,1,7926.35,1
3372,15625175,Palerma,742,Germany,Female,43,6,97067.69,1,0,1,60920.03,1
3377,15721582,Hale,644,Germany,Female,40,4,77270.08,2,1,1,115800.1,1
3378,15628219,Benson,665,Germany,Female,37,3,111911.63,1,1,1,110359.68,1
3379,15571302,Estep,529,Germany,Male,72,5,94216.05,1,1,1,78695.68,0
3383,15570629,Alexeyeva,655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0
3384,15665766,T'ang,698,Germany,Male,39,9,133191.19,2,0,1,53289.49,0
3388,15798024,Lori,537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0
3389,15588622,Marchesi,599,Germany,Male,25,7,108380.72,1,1,1,79005.95,0
3393,15725429,Vincent,623,Germany,Male,33,8,96759.42,1,1,1,174777.98,0
3409,15790564,She,832,Germany,Female,40,9,107648.94,2,1,1,134638.97,0
3410,15593736,Cook,598,Germany,Female,46,7,131769.04,1,0,0,184980.23,1
3411,15595937,Bruno,430,Germany,Male,36,1,138992.48,2,0,0,122373.42,0
3413,15782802,Beneventi,582,Germany,Male,26,6,114450.32,1,1,1,14081.64,0
3423,15654346,Poninski,679,Germany,Male,35,1,130463.55,2,1,1,37341.17,0
3426,15802207,Ibezimako,769,Germany,Male,43,4,110182.54,2,1,1,87537.32,0
3430,15674678,Bradley,731,Germany,Female,43,9,79120.27,1,0,0,548.52,1
3434,15696514,Calabrese,587,Germany,Female,37,6,104414.03,1,1,0,192026.02,0
3436,15719090,Osonduagwuike,676,Germany,Female,34,4,89437.03,1,1,1,189540.95,0
3443,15784130,He,850,Germany,Female,30,8,154870.28,1,1,1,54191.38,0
3446,15784097,Gibson,660,Germany,Male,28,1,118402.25,2,1,0,14288.93,0
3448,15612092,Palmer,646,Germany,Male,32,8,105397.8,1,1,0,78111.84,1
3450,15705777,Real,710,Germany,Male,49,10,129164.88,1,1,1,193266.72,0
3454,15737521,Ball,619,Germany,Male,40,9,103604.31,2,0,0,140947.05,0
3461,15641662,Enticknap,470,Germany,Male,39,5,117469.91,2,0,0,63705.9,0
3464,15791216,Mann,600,Germany,Male,43,8,133379.41,1,1,0,177378.66,1
3466,15763704,Docherty,692,Germany,Female,43,2,69014.49,2,0,0,164621.43,0
3468,15771509,Hirst,538,Germany,Female,42,1,98548.62,2,0,1,94047.75,0
3481,15807993,Bruno,588,Germany,Female,30,0,110148.49,1,1,0,5790.9,1
3485,15643679,Goliwe,784,Germany,Male,28,2,70233.74,2,1,1,179252.73,0
3492,15751593,Fraser,570,Germany,Male,35,6,85668.59,1,1,0,105525.36,0
3496,15787161,Pisani,591,Germany,Male,46,4,129269.27,1,1,0,163504.33,0
3502,15802060,Ch'ang,646,Germany,Female,30,10,100548.67,2,0,0,136983.77,0
3503,15660505,Romani,735,Germany,Male,46,2,106344.95,1,1,0,114371.33,1
3526,15632551,Buccho,625,Germany,Male,31,4,77743.01,2,1,0,75335.68,0
3533,15755077,Norton,778,Germany,Female,37,0,105617.73,2,1,1,133699.82,1
3535,15614687,Tien,677,Germany,Female,44,4,148770.61,2,1,1,191057.76,0
3539,15761023,Murphy,554,Germany,Female,43,2,120847.11,1,1,0,7611.61,1
3549,15776827,Langdon,770,Germany,Male,37,5,141547.26,2,0,1,180326.83,0
3551,15648455,Kung,647,Germany,Male,51,4,131156.76,1,1,0,29883.63,0
3562,15614302,Crotty,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0
3563,15723263,Cocci,495,Germany,Female,34,9,117160.32,1,1,1,116069.24,1
3572,15790336,Tokareva,664,Germany,Male,36,6,71142.77,2,1,0,122433.09,0
3573,15754267,Fleming,697,Germany,Male,31,3,108805.42,2,0,1,123825.83,0
3579,15711618,Chang,704,Germany,Female,39,1,124640.51,1,1,0,116511.12,1
3580,15670943,See,778,Germany,Male,31,9,182275.23,2,1,0,190631.23,0
3581,15634359,Dyer,639,Germany,Female,41,5,98635.77,1,1,0,199970.74,0
3585,15664227,Threatt,506,Germany,Male,28,8,53053.76,1,0,1,24577.34,0
3594,15699325,Fedorova,555,Germany,Female,62,10,114822.64,1,0,1,8444.5,0
3595,15578369,Chiedozie,652,Germany,Female,37,9,145219.3,1,1,0,159132.83,0
3596,15654156,Marcelo,722,Germany,Female,32,5,106807.64,1,1,1,76998.69,0
3598,15671630,McMillan,796,Germany,Female,40,1,99745.95,1,1,0,177524.19,0
3599,15632079,Hardy,720,Germany,Female,37,8,156282.79,1,1,0,45985.52,0
3606,15788683,Kang,588,Germany,Female,34,10,129417.82,1,1,0,153727.32,0
3610,15657868,Serra,850,Germany,Male,40,6,94607.08,1,1,0,36690.49,0
3614,15770159,Nnanna,664,Germany,Male,25,6,172812.72,2,1,1,108008.65,0
3615,15747649,Summerville,558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0
3618,15663446,Volkova,792,Germany,Female,29,4,107601.79,1,1,0,18922.18,1
3619,15750867,Nucci,489,Germany,Female,46,8,92060.06,1,1,0,147222.95,1
3624,15627162,Blesing,695,Germany,Male,27,6,125552.96,1,1,0,105291.26,0
3627,15634968,Hsueh,789,Germany,Female,37,6,110689.07,1,1,1,71121.04,1
3629,15573319,Azubuike,493,Germany,Female,35,8,178317.6,1,0,0,197428.64,0
3634,15629846,Sheehan,827,Germany,Female,47,8,143001.5,2,1,0,108977.5,0
3640,15793049,Atkins,680,Germany,Female,48,8,115115.38,1,1,0,139558.6,1
3641,15603665,Colombo,638,Germany,Female,39,0,122501.28,2,1,1,95007.8,0
3654,15744240,Shen,688,Germany,Female,46,0,74458.25,1,0,1,6866.31,0
3655,15632365,Booth,542,Germany,Male,33,8,142871.27,2,0,0,77737.86,0
3656,15729689,Chan,754,Germany,Male,35,6,98585.94,2,0,1,106116.84,0
3662,15748639,Hayslett,497,Germany,Male,35,7,110053.62,2,1,1,92887.06,0
3665,15794137,Nevzorova,751,Germany,Female,37,0,151218.98,1,1,1,109309.29,0
3668,15807340,O'Donnell,525,Germany,Male,33,4,131023.76,2,0,0,55072.93,0
3669,15586133,Pisano,666,Germany,Female,44,2,122314.5,1,0,0,68574.88,1
3672,15616666,Artemova,646,Germany,Female,52,6,111739.4,2,0,1,68367.18,0
3689,15662578,Dettmann,679,Germany,Male,35,1,110245.13,1,1,1,178291.09,0
3698,15565796,Docherty,745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0
3704,15768451,MacDonald,739,Germany,Male,40,5,149131.03,3,1,1,60036.99,1
3712,15729489,Hyde,762,Germany,Female,34,8,98592.88,1,0,1,191790.29,1
3714,15657937,Lord,709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0
3716,15640409,Carpenter,817,Germany,Female,46,0,89087.89,1,0,1,87941.85,1
3717,15699492,Lorenzo,665,Germany,Female,27,2,147435.96,1,0,0,187508.06,0
3718,15623536,Madukwe,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
3721,15788775,Milne,473,Germany,Male,40,8,152576.25,2,1,0,73073.68,0
3724,15710978,Palerma,715,Germany,Male,42,2,88120.97,2,1,1,21333.22,0
3725,15703541,Wang,772,Germany,Female,51,9,143930.92,1,0,1,46675.51,1
3727,15608344,Dawson,749,Germany,Female,29,7,137059.05,3,1,0,102975.72,1
3732,15568573,Graham,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1
3734,15713374,Jarvis,689,Germany,Male,67,9,157094.78,1,1,1,99490.01,0
3735,15679733,Haugh,796,Germany,Male,40,2,113228.38,2,1,1,46415.09,0
3737,15607748,Bennett,498,Germany,Male,37,8,108432.88,2,1,1,14865.05,0
3739,15813697,Onyekaozulu,498,Germany,Female,44,2,120702.67,2,1,1,98175.74,0
3742,15635396,Thompson,738,Germany,Female,29,9,139106.19,1,1,0,141872.05,1
3743,15698031,Romano,587,Germany,Female,39,6,101851.8,2,1,0,7103.71,0
3744,15678944,Brown,655,Germany,Female,32,6,130935.56,1,1,0,9241.83,1
3745,15718507,Su,647,Germany,Male,37,3,116509.99,1,1,1,149517.71,1
3746,15808334,Mackay,776,Germany,Female,37,1,93124.04,2,1,1,196079.32,0
3747,15804709,Watt,688,Germany,Male,35,5,111578.18,1,0,0,166165.93,1
3763,15643042,Han,590,Germany,Female,40,2,117641.43,2,0,0,92198.05,0
3764,15773868,Belov,653,Germany,Female,37,3,125734.2,2,1,0,134625.09,1
3772,15643361,Cullen,477,Germany,Male,34,8,139959.55,2,1,1,189875.83,0
3776,15709004,Mai,528,Germany,Male,22,5,93547.23,2,0,1,961.57,0
3781,15685290,Wall,595,Germany,Male,46,5,142360.62,2,1,0,48421.4,1
3782,15701042,Dalton,596,Germany,Female,27,2,151027.56,1,1,0,170320.58,0
3783,15680449,Hsing,431,Germany,Female,44,2,138843.7,1,1,0,37688.31,1
3786,15803842,Dunn,752,Germany,Female,45,3,105426.5,2,0,1,89773.45,0
3787,15728224,Kerr,710,Germany,Female,41,9,149155.53,2,1,0,42131.26,1
3788,15644174,Marchesi,638,Germany,Male,27,4,135096.05,1,1,1,186523.72,1
3789,15707110,Endrizzi,660,Germany,Male,28,2,170890.05,2,1,0,41758.9,0
3794,15584037,Denisov,727,Germany,Male,58,5,106913.43,1,1,0,25881.0,1
3803,15629551,Cattaneo,615,Germany,Female,44,9,126104.98,2,0,1,110718.02,0
3804,15651264,Yobanna,850,Germany,Male,51,4,124425.99,1,0,0,118545.49,1
3809,15698117,Jerger,701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0
